수집일,수집시각,사이트,카테고리,순위,브랜드,상품명,가격,광고여부,링크,이미지
2026-09-09,2026-09-09 14:07,카카오선물하기,건강식품·영양제,11,뉴트리포유,명품 비타민 뉴트리포유 듀얼+ 이뮨 종합 멀티비타민&미네랄 7입+2입 증정 - 선물하기 단독 에디션,19900,N,https://gift.kakao.com/product/10056171,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260219100848_1c2cc8073bd44eaab9f09d6b8fb8f34c.jpg
2026-09-09,2026-09-09 14:07,카카오선물하기,건강식품·영양제,12,그레인온,"[리센느에디션] 베리말차 캡슐레이션 효소 1.8g 30포, 2개",24900,N,https://gift.kakao.com/product/14208051,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260908134122_cb4724fa4d2d4e45b370faede2a463a5.jpg
2026-09-09,2026-09-09 14:07,카카오선물하기,건강식품·영양제,13,GNM자연의품격,"""30일팩"" [한판에 종합비타민+밀크씨슬+루테인+알티지오메가3] GNM 올인원 뉴트리션 멀티비타민 1박스",35900,N,https://gift.kakao.com/product/6292266,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260824085124_e018903ce7594c33be95f8b70b6dc6c7.jpg
2026-09-09,2026-09-09 14:07,카카오선물하기,건강식품·영양제,14,정관장,[정관장] 활기력 (20ml x 10병),24650,N,https://gift.kakao.com/product/999713,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250707082607_8bbbfe2e4a3641e3996324de4c0e3909.jpeg
2026-09-09,2026-09-09 14:07,카카오선물하기,건강식품·영양제,15,오쏘몰,독일 명품 비타민 오쏘몰 이뮨 멀티비타민&미네랄 10입 - 추석 기프트 에디션 (공식수입),43000,N,https://gift.kakao.com/product/11866425,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260831093017_c95c591e7b5b4e3d9e549888b299930a.jpg
2026-09-09,2026-09-09 14:07,카카오선물하기,건강식품·영양제,16,닥터블릿,"""올인원 명품비타민"" 이뮨비타민 올인원 멀티비타민&미네랄 프로 30병+쇼핑백증정",52900,N,https://gift.kakao.com/product/10903147,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260601193534_8d89165f65364cb0b3c77a98481c17d6.jpg
2026-09-09,2026-09-09 14:07,카카오선물하기,건강식품·영양제,17,정관장,신상비타민선물 [정관장] 활기마이트(액상30ml+분말500mg) 7입 + [증정] 1입,35000,N,https://gift.kakao.com/product/12159594,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260812135521_25667cc1efc34a698d1813fe75189344.jpg
2026-09-09,2026-09-09 14:07,카카오선물하기,건강식품·영양제,18,정관장,에너지선물 [정관장] 활기력 맥스 에너지박스 (20ml x 16병),37500,N,https://gift.kakao.com/product/2941722,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260625113454_3363c26cec4a4e0abe0ab19e3b2dfcb5.jpg
2026-09-09,2026-09-09 14:07,카카오선물하기,건강식품·영양제,19,종근당건강,비타민 선물 추천 아임비타 멀티비타민 이뮨샷 1박스(5입) / 비타민선물 응원선물 에너지 선물 직장동료 선물,15900,N,https://gift.kakao.com/product/5551542,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260513082713_f5025425b9024348b2621639f67a34af.jpg
2026-09-09,2026-09-09 14:07,카카오선물하기,건강식품·영양제,20,유한건강생활,비타민선물 [호빵맨 키링 증정] 돌려서 톡! 호빵맨 트위스트샷 에너지 10개입 / 고함량 멀티비타민&미네랄 응원선물 직장동료선물,30000,N,https://gift.kakao.com/product/13330013,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260803100402_a4e4dbbabccd49bebc515a643bbf08dc.jpg
