수집일,수집시각,사이트,카테고리,순위,브랜드,상품명,가격,광고여부,링크,이미지
2026-09-04,2026-09-04 09:48,카카오선물하기,건강식품·영양제,11,오쏘몰,독일 명품 비타민 오쏘몰 이뮨 멀티비타민&미네랄 10입 - 추석 기프트 에디션 (공식수입),43900,N,https://gift.kakao.com/product/11866425,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260831093017_c95c591e7b5b4e3d9e549888b299930a.jpg
2026-09-04,2026-09-04 09:48,카카오선물하기,건강식품·영양제,12,정관장,[정관장] 활기력 (20ml x 10병),24650,N,https://gift.kakao.com/product/999713,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250707082607_8bbbfe2e4a3641e3996324de4c0e3909.jpeg
2026-09-04,2026-09-04 09:48,카카오선물하기,건강식품·영양제,13,고려은단,고려은단 메가도스 이뮨샷 최고심 에디션 (20개입) / 멀티비타민 아미노산 아르기닌,37900,N,https://gift.kakao.com/product/7044096,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260824151609_a1c88ec904ab420fb85c15dcb2c04827.jpg
2026-09-04,2026-09-04 09:48,카카오선물하기,건강식품·영양제,14,종근당건강,비타민 선물 추천 아임비타 멀티비타민 이뮨샷 1박스(5입) / 비타민선물 응원선물 에너지 선물 직장동료 선물,15900,N,https://gift.kakao.com/product/5551542,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260513082713_f5025425b9024348b2621639f67a34af.jpg
2026-09-04,2026-09-04 09:48,카카오선물하기,건강식품·영양제,15,GNM자연의품격,"""30일팩"" [한판에 종합비타민+밀크씨슬+루테인+알티지오메가3] GNM 올인원 뉴트리션 멀티비타민 1박스",35900,N,https://gift.kakao.com/product/6292266,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260824085124_e018903ce7594c33be95f8b70b6dc6c7.jpg
2026-09-04,2026-09-04 09:48,카카오선물하기,건강식품·영양제,16,정관장,에너지선물 [정관장] 활기력 맥스 에너지박스 (20ml x 16병),38500,N,https://gift.kakao.com/product/2941722,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260625113454_3363c26cec4a4e0abe0ab19e3b2dfcb5.jpg
2026-09-04,2026-09-04 09:48,카카오선물하기,건강식품·영양제,17,한끼통살,[한끼통살] 단백질 든든형 닭가슴살 21일 식단관리+(증정)현미크리스피 닭가슴살 오리지널 1개,32900,N,https://gift.kakao.com/product/12860133,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260821134612_62bbe99621d6408d9e7e793b67d6e079.jpg
2026-09-04,2026-09-04 09:48,카카오선물하기,건강식품·영양제,18,종근당,종근당 올인원 이뮨비타 멀티팩 1박스+쇼핑백/ 멀티비타민+밀크씨슬+루테인+알티지오메가3,32900,N,https://gift.kakao.com/product/12036157,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260615170304_67406296c2f946b1865c6322ba9ed5c5.jpg
2026-09-04,2026-09-04 09:48,카카오선물하기,건강식품·영양제,19,고려은단,고함량 비타민C 고려은단 메가도스C 3000 100포 / 분말비타민C,24900,N,https://gift.kakao.com/product/3252731,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260622094716_0c27637e94fe48569f8a21076d1fb36c.jpg
2026-09-04,2026-09-04 09:48,카카오선물하기,건강식품·영양제,20,내츄럴플러스,내츄럴플러스 피로개선 액상 멀티비타민 이뮨샷 7병 2박스+이뮨2병 +쇼핑백 / 스트레스 피로개선 간피로 밀크씨슬,32900,N,https://gift.kakao.com/product/9973467,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260618104435_3ac1eed1290740c0a29a4d20a32ec409.jpg
