수집일,수집시각,사이트,카테고리,순위,브랜드,상품명,가격,광고여부,링크,이미지
2026-09-18,2026-09-18 14:06,카카오선물하기,건강식품·영양제,11,려원담,"추천GIFT 활력과 기력이 필요한 당신 6년근 홍삼 활기담 홍삼 앰플 30병_건강기능식품 (추석 슬리브, 쇼핑백)",47000,N,https://gift.kakao.com/product/3812966,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260914160636_9c49a6acc99047a08f2ee31caf8bf1f9.jpg
2026-09-18,2026-09-18 14:06,카카오선물하기,건강식품·영양제,12,센트룸,[센트룸] 맛있는 멀티비타민 미네랄 멀티구미 (80구미),24000,N,https://gift.kakao.com/product/7320451,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260901110153_bb9a8b1870e2492e99dbbf1747444c66.jpg
2026-09-18,2026-09-18 14:06,카카오선물하기,건강식품·영양제,13,오쏘몰,독일 명품 비타민 오쏘몰 이뮨 멀티비타민&미네랄 10입 - 추석 기프트 에디션 (공식수입),43000,N,https://gift.kakao.com/product/11866425,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260831093017_c95c591e7b5b4e3d9e549888b299930a.jpg
2026-09-18,2026-09-18 14:06,카카오선물하기,건강식품·영양제,14,종근당,올인원 명품비타민 이뮨 멀티비타민 미네랄 7입+비타민젤리 마시는 액상 종합 비타민 수험생 직장인 부모님 건강 추석 선물,21900,N,https://gift.kakao.com/product/7948462,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260918101845_2aa1c2f10c9e4652af1df550ad2cc225.jpg
2026-09-18,2026-09-18 14:06,카카오선물하기,건강식품·영양제,15,GNM자연의품격,"""본품2병증정"" GNM 올인원 이뮨 액상 종합비타민 2박스 (총 14+2병) / 멀티비타민 이뮨비타민 이뮨샷 비타민",32900,N,https://gift.kakao.com/product/5443650,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260914085746_78da23b44bfb4935ad5d1dad68121ef5.jpg
2026-09-18,2026-09-18 14:06,카카오선물하기,건강식품·영양제,16,정관장,신상비타민선물 [정관장] 활기마이트(액상30ml+분말500mg) 7입 + [증정] 1입,33000,N,https://gift.kakao.com/product/12159594,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260812135521_25667cc1efc34a698d1813fe75189344.jpg
2026-09-18,2026-09-18 14:06,카카오선물하기,건강식품·영양제,17,정관장,[정관장] 에브리타임 샷 (20ml x 30병) + [증정] 세븐베리 플레이버 3포,64900,N,https://gift.kakao.com/product/8254873,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260907084308_899cf43d82214853886be4293e923e09.jpg
2026-09-18,2026-09-18 14:06,카카오선물하기,건강식품·영양제,18,오쏘몰,1입 추가증정 [1+1] '성별 맞춤 설계' 오쏘몰 바이탈m 7입 +1입증정 (소비기한 27년 2월 17일 이후),37800,N,https://gift.kakao.com/product/14112429,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260819134314_4f0e20a6e66945cc8fbf6ef9cc3c01c5.jpg
2026-09-18,2026-09-18 14:06,카카오선물하기,건강식품·영양제,19,옵티젠,"""한국인 맞춤 명품 비타민"" 옵티젠 이뮨 멀티비타민&미네랄 30입 / 1박스 (+GIFT 쇼핑백)",59900,N,https://gift.kakao.com/product/11090567,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260904193818_f59d395f51c84f2da56ebd3fc14b52f2.jpg
2026-09-18,2026-09-18 14:06,카카오선물하기,건강식품·영양제,20,정관장,에너지선물 [정관장] 활기력 맥스 에너지박스 (20ml x 16병),37500,N,https://gift.kakao.com/product/2941722,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260625113454_3363c26cec4a4e0abe0ab19e3b2dfcb5.jpg
